Wood Supply Region	Species	Pruning	Thinnning	Planting coverage	Owner size	Age (years)	TRV (m3/ha)	Thinnings (m3/ha)	Pruned logs (m3/ha)	Unpruned logs (m3/ha)	Pulplogs (m3/ha)	Unpruned thinnings (m3/ha)	Pulplog thinnings (m3/ha)
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	32	302	0	0	226	76		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	33	321	0	0	243	78		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	34	341	0	0	262	79		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	35	362	0	0	282	80		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	36	382	0	0	301	81		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	37	406	0	0	324	82		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	38	427	0	0	345	82		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	39	452	0	0	369	83		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	40	476	0	0	394	82		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	41	502	0	0	420	82		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	42	527	0	0	446	81		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	43	552	0	0	471	81		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	44	580	0	0	498	82		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	45	604	0	0	523	81		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	46	629	0	0	547	82		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	47	650	0	0	569	81		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	48	671	0	0	589	82		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	49	689	0	0	607	82		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	50	706	0	0	623	83		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	51	722	0	0	639	83		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	52	738	0	0	654	84		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	53	751	0	0	667	84		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	54	763	0	0	678	85		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	55	775	0	0	690	85		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	56	784	0	0	698	86		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	57	796	0	0	710	86		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	58	810	0	0	723	87		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	59	821	0	0	734	87		
CNI	Douglas fir	NA	with production thinning	planted 1979 - 1989	All sizes	60	833	0	0	746	87		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	11	104	0	24	44	36		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	12	134	0	29	60	45		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	13	167	0	35	78	54		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	14	200	0	41	96	63		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	15	236	0	47	117	72		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	16	272	0	53	138	81		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	17	306	0	58	159	89		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	18	341	0	64	181	96		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	19	378	0	70	204	104		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	20	410	0	71	228	111		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	21	444	0	77	247	120		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	22	477	0	83	265	129		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	23	510	0	88	284	138		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	24	543	0	98	303	142		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	25	576	0	98	343	135		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	26	607	0	105	361	141		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	27	638	0	111	382	145		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	28	669	0	117	404	148		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	29	698	0	122	424	152		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	30	724	0	126	444	154		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	31	751	0	129	463	159		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	32	777	0	133	482	162		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	33	802	0	136	498	168		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	34	826	0	139	516	171		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	35	849	0	141	532	176		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	36	871	0	144	550	177		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	37	891	0	145	566	180		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	38	911	0	147	581	183		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	39	930	0	151	593	186		
CNI	radiata pine	pruned	no production thinning	planted post-1989	All sizes	40	947	0	152	606	189		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	11	67	0	8	27	32		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	12	89	0	11	38	40		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	13	113	0	14	51	48		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	14	139	0	18	65	56		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	15	167	0	22	81	64		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	16	195	0	26	98	71		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	17	225	0	30	117	78		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	18	255	0	35	135	85		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	19	286	0	40	155	91		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	20	328	0	38	187	103		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	21	354	0	41	201	112		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	22	383	0	49	217	117		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	23	404	0	56	233	115		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	24	432	0	63	252	117		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	25	459	0	70	277	112		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	26	486	0	75	297	114		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	27	512	0	81	315	116		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	28	539	0	86	333	120		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	29	564	0	90	351	123		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	30	590	0	94	370	126		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	31	616	0	98	389	129		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	32	641	0	102	407	132		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	33	664	0	105	426	133		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	34	690	0	109	447	134		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	35	714	0	112	468	134		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	36	737	0	115	487	135		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	37	760	0	117	504	139		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	38	782	0	120	520	142		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	39	804	0	122	537	145		
CNI	radiata pine	pruned	no production thinning	planted pre-1990	All sizes	40	825	0	124	552	149		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	11	121	21	29	42	29		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	12	150	21	35	57	37		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	13	182	21	41	74	46		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	14	215	21	47	92	55		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	15	250	21	53	112	64		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	16	264	0	59	132	73		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	17	300	0	65	153	82		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	18	335	0	70	175	90		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	19	371	0	75	197	99		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	20	400	0	74	218	108		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	21	435	0	81	237	117		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	22	469	0	87	256	126		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	23	505	0	94	275	136		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	24	540	0	101	293	146		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	25	573	0	104	330	139		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	26	606	0	109	346	151		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	27	638	0	114	366	158		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	28	670	0	118	403	149		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	29	699	0	122	425	152		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	30	727	0	125	441	161		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	31	755	0	128	465	162		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	32	781	0	130	485	166		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	33	805	0	133	490	182		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	34	829	0	135	506	188		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	35	851	0	137	511	203		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	36	873	0	139	531	203		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	37	894	0	141	554	199		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	38	913	0	142	568	203		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	39	931	0	143	580	208		
CNI	radiata pine	pruned	with production thinning	planted post-1989	All sizes	40	949	0	145	593	211		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	11	59	0	7	29	23		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	12	80	0	9	41	30		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	13	103	0	12	54	37		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	14	128	0	16	68	44		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	15	154	0	19	84	51		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	16	182	0	23	101	58		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	17	210	0	27	118	65		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	18	240	0	31	137	72		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	19	270	0	36	155	79		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	20	301	0	36	171	94		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	21	331	0	40	188	103		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	22	360	0	43	205	112		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	23	389	0	47	221	121		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	24	417	0	56	237	124		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	25	448	0	65	282	101		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	26	475	0	71	299	105		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	27	503	0	78	315	110		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	28	532	0	84	332	116		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	29	558	0	89	348	121		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	30	584	0	94	364	126		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	31	610	0	98	380	132		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	32	635	0	102	396	137		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	33	659	0	106	411	142		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	34	683	0	109	427	147		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	35	704	0	112	441	151		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	36	728	0	115	457	156		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	37	754	0	119	474	161		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	38	778	0	122	490	166		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	39	798	0	123	505	170		
CNI	radiata pine	pruned	with production thinning	planted pre-1990	All sizes	40	818	0	126	518	174		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	11	115	0	0	74	41		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	12	147	0	0	97	50		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	13	182	0	0	122	60		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	14	216	0	0	147	69		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	15	253	0	0	175	78		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	16	290	0	0	203	87		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	17	327	0	0	231	96		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	18	363	0	0	259	104		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	19	399	0	0	287	112		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	20	436	0	0	315	121		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	21	469	0	0	340	129		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	22	503	0	0	366	137		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	23	535	0	0	390	145		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	24	568	0	0	419	149		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	25	600	0	0	453	147		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	26	631	0	0	478	153		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	27	660	0	0	502	158		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	28	689	0	0	525	164		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	29	717	0	0	549	168		
CNI	radiata pine	unpruned	no production thinning	planted post-1989	All sizes	30	745	0	0	571	174		
